,index,Filename,Date,JDate,Days,Julian,TTR,WordCount,UniqueWords,UniqueStems,MLU,Fillers,NSNouns,LIVerbs,$,'',",",.,:,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,``,WP$,SYM,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Nouns,Nouns/100,NounsNormalised,Adjectives,Adjectives/100,AdjectivesNormalised,Adverbs,Adverbs/100,AdverbsNormalised,Verbs,Verbs/100,VerbsNormalised,Pronouns,PronounsNormalised,UniqueWordsNormalised,UniqueStemsNormalised
83,83,Bush - Speech85 - Edited.txt,17/07/1991,1991-07-17,901,2448454.5,0.601593625498008,251.0,151.0,144.0,17.4375,0.0,2.0,6.0,0.0,0.0,12.0,16.0,4.0,10.0,6.0,30.0,1.0,0.0,30.0,15.0,0.0,2.0,5.0,21.0,12.0,1.0,10.0,1.0,0.0,24.0,2.0,7.0,0.0,0.0,3.0,11.0,1.0,14.0,3.0,5.0,4.0,12.0,13.0,1.0,1.0,2.0,0.0,0.0,0.0,1,237,67.06,70.85,47.83,49.32,14.81,14.35,88.19,58.65,17.72,8.44,4.22,2.95,0.42,0.42,0.42,9.28,8.02,16.88,11.81,4.22,5.91,0.0,19.41,2.53,1.69,1.27,2.95,2.95,6.33,3.8,2.53,0.0,0.42,0.42,9.7,0.0,0.42,0.0,0.84,14.35,2.95,0.42,2.11,5.49,2.11,3.38,1.69,0.0,0.84,0.42,1.27,0.84,0.0,0.0,0.42,10.97,3.8,3.38,3.8,1.69,1.69,2.11,14.35,1.69,12.66,1.69,6.33,4.64,2.53,0.0,0.42,0.84,0.0,0.0,0.84,0.0,0.0,0.0,0.84,0.0,18.57,6.75,5.06,0.0,0.42,0.42,0.0,1.69,0.0,4.22,0.0,0.0,44.0,0.44,0.1752988047808765,17.0,0.17,0.06772908366533864,7.0,0.07,0.027888446215139442,51.0,0.51,0.20318725099601595,26.0,0.10358565737051793,,
84,84,Bush - Speech86 - Edited.txt,17/07/1991,1991-07-17,901,2448454.5,0.2361783439490445,3925.0,927.0,752.0,19.02183406113537,16.0,8.0,116.0,0.0,2.0,202.0,228.0,60.0,179.0,16.0,346.0,19.0,0.0,420.0,218.0,8.0,3.0,73.0,358.0,140.0,15.0,163.0,3.0,6.0,451.0,47.0,280.0,5.0,4.0,35.0,118.0,6.0,201.0,159.0,78.0,90.0,207.0,129.0,19.0,38.0,28.0,2.0,0.0,0.0,1,3705,29.93,67.38,52.87,69.52,16.18,16.55,89.37,59.57,19.97,11.09,3.7,3.24,0.84,1.7,1.62,8.88,5.72,13.41,11.66,5.86,7.99,1.97,21.59,4.13,1.86,2.0,0.67,2.46,4.72,3.48,1.16,0.22,0.13,0.08,10.93,0.0,0.08,0.0,1.78,16.22,3.94,1.86,2.08,3.02,1.78,4.83,1.86,0.92,0.54,0.51,0.62,0.4,0.03,0.0,0.19,10.61,4.29,1.59,2.73,1.92,0.84,6.15,13.12,1.7,12.74,2.29,7.37,3.43,2.54,0.13,0.22,1.21,0.03,0.05,0.73,0.0,0.0,0.24,0.46,0.0,18.62,6.23,5.45,0.03,0.11,0.16,0.0,1.92,0.11,4.56,0.0,0.05,676.0,6.76,0.17222929936305734,229.0,2.29,0.05834394904458599,289.0,2.89,0.07363057324840765,864.0,8.64,0.22012738853503186,498.0,0.12687898089171976,,
85,85,Bush - Speech87 - Edited.txt,18/07/1991,1991-07-18,902,2448455.5,0.3078313253012048,1660.0,511.0,446.0,17.13888888888889,4.0,9.0,78.0,0.0,0.0,83.0,108.0,21.0,76.0,8.0,181.0,10.0,0.0,183.0,90.0,2.0,5.0,39.0,146.0,70.0,9.0,66.0,0.0,4.0,169.0,21.0,109.0,7.0,0.0,9.0,58.0,3.0,99.0,32.0,32.0,26.0,95.0,59.0,15.0,10.0,6.0,0.0,0.0,0.0,1,1585,37.79,58.72,48.38,70.85,14.54,16.97,90.6,61.07,18.8,9.84,5.11,2.97,0.88,0.44,0.44,8.96,7.26,13.5,11.86,5.87,7.7,1.83,19.56,4.42,2.46,1.64,0.5,2.9,5.62,3.97,1.58,0.32,0.5,0.06,8.9,0.0,0.0,0.0,0.76,14.13,3.66,1.2,2.33,4.23,1.01,3.6,1.26,0.57,0.44,0.25,0.5,0.38,0.0,0.0,0.0,10.09,3.66,2.59,3.09,1.01,0.69,2.97,14.13,2.08,11.17,2.08,6.5,2.78,3.34,0.25,0.13,0.5,0.57,0.13,1.01,0.0,0.06,0.38,0.57,0.0,17.67,6.5,5.24,0.0,0.13,0.44,0.0,1.58,0.0,3.79,0.0,0.0,291.0,2.91,0.1753012048192771,97.0,0.97,0.058433734939759036,116.0,1.16,0.06987951807228916,343.0,3.43,0.20662650602409638,190.0,0.1144578313253012,,
86,86,Bush - Speech88 - Edited.txt,20/07/1991,1991-07-20,904,2448457.5,0.2840286557100716,2373.0,674.0,572.0,18.654929577464788,12.0,1.0,87.0,0.0,0.0,128.0,142.0,42.0,108.0,20.0,257.0,5.0,0.0,257.0,131.0,2.0,4.0,51.0,237.0,124.0,11.0,75.0,3.0,4.0,237.0,32.0,163.0,3.0,0.0,8.0,81.0,2.0,130.0,59.0,50.0,55.0,113.0,70.0,6.0,20.0,19.0,0.0,0.0,0.0,1,2257,43.94,61.01,51.49,65.23,15.89,17.24,89.41,58.48,17.9,10.15,4.47,2.35,1.06,1.82,0.44,7.75,6.78,13.78,10.63,5.36,7.67,2.08,18.74,3.23,1.42,1.91,1.15,2.7,5.45,3.72,1.64,0.09,0.53,0.27,9.57,0.0,0.04,0.04,1.82,13.96,3.77,1.86,1.95,3.1,1.6,3.63,1.82,0.62,0.71,0.49,0.97,0.22,0.58,0.0,0.18,10.46,3.19,1.64,3.19,2.44,0.93,3.37,12.8,1.68,13.11,1.95,7.8,4.08,2.22,0.31,0.35,0.27,0.35,0.09,0.35,0.0,0.0,0.09,0.27,0.0,18.12,6.16,5.67,0.27,0.04,0.18,0.0,1.95,0.0,3.68,0.0,0.18,447.0,4.47,0.18836915297092288,137.0,1.37,0.05773282764433207,166.0,1.66,0.06995364517488412,477.0,4.77,0.20101137800252844,269.0,0.11335861778339655,,
87,87,Bush - Speech89 - Edited.txt,31/07/1991,1991-07-31,915,2448468.5,0.390139335476956,933.0,364.0,325.0,26.33333333333333,3.0,2.0,24.0,0.0,0.0,55.0,39.0,21.0,44.0,5.0,103.0,5.0,0.0,101.0,55.0,1.0,0.0,19.0,108.0,42.0,5.0,37.0,1.0,4.0,67.0,12.0,68.0,2.0,1.0,2.0,31.0,0.0,52.0,18.0,15.0,20.0,40.0,35.0,10.0,4.0,4.0,0.0,1.0,0.0,1,878,55.47,50.0,63.1,49.06,22.51,21.07,89.41,57.86,15.72,8.54,5.13,2.51,0.46,0.46,0.0,7.18,9.11,13.44,10.59,5.92,7.63,1.71,17.54,3.99,2.51,1.03,0.8,1.94,5.58,3.3,2.05,0.34,0.57,0.46,8.31,0.11,0.23,0.0,0.57,13.1,3.19,1.25,2.28,2.85,1.14,4.44,1.94,0.91,1.03,0.0,1.03,0.11,0.11,0.0,0.68,9.91,3.99,1.25,2.73,1.94,0.91,3.64,12.64,1.71,12.98,2.28,7.52,3.87,4.56,0.57,0.34,1.03,0.0,0.11,0.46,0.0,0.0,0.0,0.46,0.0,18.11,4.67,6.26,0.0,0.23,0.0,0.0,2.62,0.0,4.1,0.0,0.23,192.0,1.92,0.2057877813504823,56.0,0.56,0.06002143622722401,71.0,0.71,0.07609860664523044,180.0,1.8,0.19292604501607716,79.0,0.08467309753483387,,
88,88,Bush - Speech90 - Edited.txt,02/08/1991,1991-08-02,917,2448470.5,0.2197350388305162,4378.0,962.0,789.0,18.41509433962264,14.0,17.0,206.0,0.0,0.0,233.0,265.0,49.0,179.0,29.0,449.0,23.0,0.0,438.0,210.0,20.0,5.0,93.0,443.0,167.0,12.0,148.0,1.0,17.0,456.0,39.0,340.0,7.0,0.0,20.0,164.0,7.0,303.0,85.0,94.0,85.0,283.0,121.0,28.0,40.0,27.0,0.0,0.0,0.0,1,4139,34.89,51.06,60.46,70.34,15.62,14.47,91.79,59.68,18.72,10.51,6.16,1.84,1.04,0.87,0.6,8.19,6.55,13.46,12.08,6.26,6.89,2.44,22.69,3.48,2.05,1.76,0.89,2.44,5.34,3.79,1.43,0.14,0.39,0.41,9.62,0.12,0.07,0.1,1.01,14.25,3.5,1.45,2.56,3.43,1.45,3.6,2.59,1.11,0.94,0.48,0.7,0.19,0.34,0.0,0.12,9.16,2.59,1.45,3.24,2.05,0.51,3.43,16.09,1.84,12.76,2.46,7.2,3.43,2.92,0.53,0.31,0.63,0.05,0.05,0.63,0.02,0.0,0.19,0.34,0.02,18.39,6.28,5.63,0.1,0.14,0.24,0.0,1.16,0.0,4.83,0.0,0.0,770.0,7.7,0.17587939698492464,235.0,2.35,0.05367747830059388,347.0,3.47,0.07925993604385564,971.0,9.71,0.22179077204202832,495.0,0.11306532663316583,,
89,89,Bush - Speech92 - Edited.txt,21/08/1991,1991-08-21,936,2448489.5,0.2439367311072056,2845.0,694.0,581.0,19.275449101796408,13.0,6.0,121.0,0.0,4.0,202.0,167.0,15.0,131.0,15.0,289.0,15.0,2.0,307.0,140.0,4.0,6.0,83.0,280.0,97.0,6.0,98.0,4.0,3.0,318.0,22.0,219.0,3.0,0.0,13.0,93.0,7.0,172.0,92.0,50.0,68.0,140.0,95.0,13.0,32.0,10.0,4.0,0.0,0.0,1,2750,35.9,64.75,34.78,64.38,16.47,16.44,89.6,60.73,18.4,10.87,3.96,1.42,1.2,2.69,1.6,7.53,6.73,13.31,12.62,5.71,7.27,2.04,21.67,3.02,1.89,1.78,0.76,2.33,4.84,3.38,1.35,0.22,0.4,0.18,10.95,0.0,0.07,0.0,2.76,15.2,3.49,1.78,2.18,3.24,2.25,3.78,2.69,1.24,0.91,0.47,0.47,0.11,0.15,0.0,0.25,7.96,1.85,1.67,3.16,1.49,0.73,4.73,14.25,2.15,12.29,1.96,7.45,3.45,1.38,0.11,0.07,0.33,0.18,0.0,0.76,0.0,0.0,0.29,0.44,0.04,18.25,6.47,7.35,0.18,0.11,0.18,0.0,0.62,0.29,3.05,0.0,0.0,481.0,4.81,0.16906854130052723,150.0,1.5,0.05272407732864675,222.0,2.22,0.07803163444639719,617.0,6.17,0.21687170474516695,340.0,0.1195079086115993,,
90,90,Bush - Speech93 - Edited.txt,26/08/1991,1991-08-26,941,2448494.5,0.2529058116232465,2495.0,631.0,530.0,18.22875816993464,10.0,9.0,99.0,0.0,3.0,137.0,153.0,31.0,98.0,15.0,249.0,14.0,0.0,288.0,122.0,7.0,1.0,48.0,259.0,105.0,15.0,79.0,3.0,10.0,237.0,20.0,169.0,9.0,0.0,13.0,95.0,3.0,151.0,37.0,67.0,46.0,156.0,81.0,17.0,34.0,14.0,3.0,0.0,0.0,1,2333,47.28,74.27,51.73,79.04,15.25,15.65,90.23,59.84,18.0,9.22,3.26,3.47,0.99,0.39,1.11,8.79,7.07,15.43,11.4,6.22,7.03,1.76,21.52,3.73,2.23,2.44,0.81,3.43,4.11,3.51,0.6,0.21,0.21,0.04,10.89,0.0,0.09,0.04,0.64,13.67,3.47,1.63,1.97,2.79,1.59,3.73,2.06,0.86,0.77,0.34,0.6,0.26,0.09,0.09,0.26,8.66,4.5,0.86,2.06,1.59,0.3,3.6,15.17,2.19,13.16,2.91,7.37,3.56,1.46,0.21,0.04,0.56,0.34,0.13,0.56,0.09,0.0,0.3,0.09,0.0,20.1,6.3,5.87,0.21,0.21,0.26,0.0,1.16,0.26,5.79,0.0,0.04,458.0,4.58,0.18356713426853707,130.0,1.3,0.052104208416833664,178.0,1.78,0.07134268537074148,538.0,5.38,0.2156312625250501,257.0,0.10300601202404809,,
91,91,Bush - Speech94 - Edited.txt,29/08/1991,1991-08-29,944,2448497.5,0.285778175313059,2236.0,639.0,534.0,18.8796992481203,10.0,11.0,82.0,0.0,3.0,140.0,133.0,14.0,108.0,14.0,227.0,11.0,0.0,232.0,122.0,8.0,0.0,41.0,246.0,77.0,10.0,76.0,3.0,5.0,215.0,16.0,166.0,4.0,1.0,20.0,79.0,1.0,127.0,53.0,60.0,41.0,127.0,80.0,11.0,19.0,18.0,3.0,0.0,0.0,1,2132,36.84,70.21,55.36,55.85,15.91,16.32,91.42,58.58,18.01,8.63,2.86,3.14,0.94,0.75,0.94,9.33,6.29,13.56,10.88,6.61,8.21,1.78,21.76,3.8,1.64,2.16,0.8,3.19,5.02,3.28,1.69,0.33,0.38,0.05,9.99,0.0,0.09,0.0,0.8,15.38,3.14,1.83,1.97,3.8,2.49,4.13,2.25,0.8,1.31,0.14,0.33,0.05,0.14,0.0,0.14,9.29,3.71,0.8,2.72,1.78,0.84,4.22,14.59,2.35,14.4,3.14,7.22,4.32,1.88,0.28,0.09,1.08,0.28,0.05,0.66,0.0,0.19,0.19,0.28,0.0,18.67,6.43,6.57,0.09,0.14,0.14,0.0,0.7,0.28,4.32,0.0,0.0,409.0,4.09,0.18291592128801432,130.0,1.3,0.05813953488372093,171.0,1.71,0.07647584973166369,488.0,4.88,0.2182468694096601,231.0,0.10330948121645796,,
92,92,Bush - Speech95 - Edited.txt,02/09/1991,1991-09-02,948,2448501.5,0.2323580034423407,3486.0,810.0,679.0,20.684491978609625,7.0,7.0,131.0,1.0,4.0,189.0,187.0,18.0,147.0,22.0,371.0,22.0,0.0,445.0,179.0,4.0,6.0,76.0,405.0,123.0,27.0,105.0,1.0,6.0,353.0,29.0,227.0,4.0,3.0,17.0,104.0,3.0,182.0,60.0,63.0,78.0,201.0,121.0,17.0,37.0,27.0,4.0,0.0,0.0,1,3301,45.48,66.97,59.73,73.31,17.65,16.69,91.09,59.98,17.93,9.48,3.79,2.82,1.12,0.58,1.18,8.45,7.18,15.03,11.75,5.91,7.27,1.88,20.6,3.42,1.79,2.18,0.91,2.79,5.0,3.7,1.15,0.03,0.3,0.0,9.82,0.06,0.18,0.0,0.58,14.75,3.64,1.88,1.76,3.45,2.03,3.7,2.42,1.12,0.88,0.39,0.73,0.33,0.39,0.06,0.06,10.0,4.48,1.3,2.18,1.91,0.82,3.82,14.6,2.39,13.69,1.91,8.09,3.94,2.0,0.33,0.21,0.55,0.06,0.0,0.48,0.0,0.0,0.12,0.36,0.0,17.63,5.57,5.73,0.18,0.15,0.15,0.0,0.48,0.24,5.03,0.0,0.09,660.0,6.6,0.18932874354561102,189.0,1.89,0.05421686746987952,234.0,2.34,0.06712564543889846,705.0,7.05,0.20223752151462995,382.0,0.1095811818703385,,
93,93,Bush - Speech96 - Edited.txt,12/09/1991,1991-09-12,958,2448511.5,0.2687528762080073,2173.0,584.0,515.0,16.385135135135137,8.0,9.0,91.0,1.0,1.0,102.0,148.0,11.0,93.0,16.0,223.0,10.0,0.0,215.0,93.0,7.0,6.0,52.0,231.0,74.0,8.0,48.0,0.0,3.0,230.0,28.0,195.0,3.0,1.0,8.0,88.0,0.0,135.0,21.0,56.0,44.0,155.0,73.0,11.0,21.0,13.0,1.0,0.0,0.0,1,2059,28.16,49.61,53.76,90.59,13.91,15.74,90.72,61.58,19.67,10.83,5.97,2.77,0.58,0.92,0.58,8.84,6.36,13.11,12.63,6.9,6.65,2.67,23.12,3.21,1.75,1.89,1.21,1.8,5.88,4.91,0.97,0.19,0.24,0.24,9.62,0.0,0.15,0.0,1.02,15.01,4.18,1.51,2.53,3.21,1.55,4.37,2.62,1.07,1.07,0.49,0.44,0.19,0.19,0.0,0.05,9.96,3.45,1.6,3.69,2.38,0.29,3.3,16.32,1.99,10.49,1.99,6.41,2.67,2.19,0.1,0.19,0.29,0.19,0.0,0.63,0.05,0.0,0.19,0.34,0.0,18.21,7.04,4.95,0.1,0.0,0.19,0.0,0.68,0.1,5.0,0.0,0.15,361.0,3.61,0.16612977450529223,106.0,1.06,0.04878048780487805,199.0,1.99,0.09157846295444086,484.0,4.84,0.22273354809019788,258.0,0.11872986654394846,,
94,94,Bush - Speech97 - Edited.txt,16/09/1991,1991-09-16,962,2448515.5,0.328393135725429,1282.0,421.0,371.0,16.40909090909091,9.0,6.0,43.0,0.0,1.0,73.0,88.0,2.0,57.0,6.0,130.0,6.0,0.0,154.0,46.0,5.0,6.0,27.0,123.0,49.0,6.0,41.0,1.0,2.0,147.0,8.0,107.0,0.0,1.0,4.0,34.0,0.0,63.0,27.0,26.0,43.0,80.0,51.0,4.0,18.0,7.0,1.0,0.0,0.0,1,1215,25.23,54.9,56.46,93.7,13.81,15.56,91.6,63.21,20.25,10.12,5.1,2.22,0.82,1.56,0.41,10.12,6.26,14.07,14.07,6.58,7.41,2.3,22.72,3.54,2.47,2.06,0.74,2.3,5.1,4.69,0.33,0.08,0.25,0.0,9.47,0.16,0.08,0.0,1.73,14.07,3.21,1.32,1.56,3.21,2.3,3.79,2.3,0.66,0.91,0.74,0.74,0.0,0.16,0.0,0.58,7.65,2.88,1.32,2.39,2.14,0.41,4.69,15.39,2.22,13.0,2.39,7.0,4.36,1.81,0.33,0.41,0.16,0.0,0.0,0.66,0.08,0.0,0.33,0.25,0.0,19.26,6.91,6.01,0.08,0.08,0.41,0.0,0.25,0.16,5.35,0.0,0.0,219.0,2.19,0.17082683307332294,57.0,0.57,0.044461778471138844,108.0,1.08,0.0842433697347894,290.0,2.9,0.22620904836193448,155.0,0.12090483619344773,,
95,95,Bush - Speech98 - Edited.txt,04/10/1991,1991-10-04,980,2448533.5,0.2318878900052882,3782.0,877.0,727.0,16.234615384615385,18.0,18.0,154.0,0.0,3.0,179.0,259.0,32.0,146.0,31.0,370.0,28.0,1.0,418.0,173.0,17.0,6.0,92.0,383.0,111.0,10.0,146.0,5.0,4.0,404.0,25.0,278.0,7.0,0.0,17.0,129.0,7.0,262.0,55.0,102.0,71.0,250.0,120.0,27.0,27.0,22.0,3.0,1.0,0.0,1,3553,33.88,44.52,57.78,65.24,13.61,17.11,91.36,60.37,18.44,9.79,6.05,1.52,1.18,0.28,0.76,8.64,6.61,14.1,12.83,6.98,6.95,2.28,22.46,3.72,2.34,1.63,1.01,2.14,4.9,3.43,1.35,0.28,0.31,0.39,7.82,0.03,0.03,0.03,0.34,14.47,3.26,1.66,2.34,3.21,1.97,3.57,2.22,1.1,0.62,0.37,0.39,0.11,0.17,0.0,0.11,9.32,2.39,1.55,3.69,2.14,0.7,2.93,16.27,1.69,11.91,2.2,6.75,3.21,3.97,0.2,0.34,1.35,0.08,0.03,0.62,0.0,0.06,0.31,0.23,0.0,19.03,7.4,5.07,0.03,0.14,0.17,0.0,0.73,0.17,5.24,0.0,0.08,650.0,6.5,0.1718667371760973,196.0,1.96,0.05182443151771549,285.0,2.85,0.07535695399259651,860.0,8.6,0.22739291380222104,429.0,0.11343204653622423,,
96,96,Bush - Speech99 - Edited.txt,25/10/1991,1991-10-25,1001,2448554.5,0.2177554438860971,4179.0,910.0,734.0,16.728571428571428,14.0,13.0,189.0,0.0,2.0,221.0,280.0,40.0,172.0,19.0,401.0,16.0,0.0,385.0,204.0,15.0,3.0,111.0,425.0,108.0,4.0,183.0,4.0,16.0,472.0,34.0,322.0,3.0,4.0,21.0,149.0,18.0,328.0,82.0,83.0,91.0,247.0,129.0,31.0,30.0,29.0,2.0,0.0,0.0,1,3922,29.08,44.94,54.79,62.04,14.01,16.8,90.39,59.48,19.25,10.48,6.04,1.73,1.1,0.92,0.69,8.77,6.3,12.93,12.62,5.89,6.81,3.31,21.9,2.96,1.56,1.66,0.76,2.27,5.53,3.49,1.58,0.25,0.25,0.31,9.59,0.03,0.05,0.15,1.07,15.35,3.34,1.84,2.58,3.54,1.61,4.33,2.07,0.74,0.89,0.2,0.2,0.05,0.05,0.05,0.05,7.57,2.37,1.2,2.55,1.45,0.66,3.09,15.4,1.96,11.5,2.6,6.63,2.98,2.86,0.15,0.33,1.84,0.05,0.08,0.89,0.0,0.08,0.48,0.33,0.0,20.47,6.94,5.63,0.1,0.18,0.25,0.0,1.17,0.1,5.94,0.0,0.15,720.0,7.2,0.1722900215362527,222.0,2.22,0.05312275664034458,329.0,3.29,0.07872696817420435,960.0,9.6,0.22972002871500358,506.0,0.12108159846853314,,
97,97,Bush - Speech101 - Edited.txt,29/10/1991,1991-10-29,1005,2448558.5,0.3408906882591093,1235.0,421.0,376.0,22.508196721311474,5.0,2.0,36.0,0.0,2.0,76.0,61.0,11.0,51.0,6.0,136.0,7.0,0.0,136.0,56.0,3.0,1.0,28.0,133.0,66.0,4.0,50.0,2.0,1.0,100.0,23.0,92.0,1.0,0.0,4.0,41.0,0.0,65.0,16.0,34.0,29.0,71.0,36.0,7.0,16.0,5.0,2.0,1.0,0.0,1,1180,48.36,66.42,62.84,89.54,19.34,19.32,89.32,58.05,16.95,8.9,4.15,1.69,1.27,0.76,1.02,8.05,7.37,13.47,10.51,6.44,6.44,2.03,19.07,3.81,1.86,1.86,0.68,2.37,5.76,4.75,0.93,0.08,0.08,0.17,10.93,0.08,0.25,0.08,1.02,13.39,4.41,0.85,1.27,3.05,1.53,3.47,2.12,1.02,0.59,0.51,0.25,0.08,0.0,0.0,0.17,6.53,2.63,1.27,2.2,1.19,0.34,2.8,13.64,1.95,12.97,2.2,8.14,2.97,3.14,0.68,0.25,0.17,0.34,0.0,0.51,0.0,0.0,0.08,0.42,0.0,16.95,4.75,6.44,0.08,0.25,0.42,0.0,0.93,0.34,3.73,0.0,0.0,253.0,2.53,0.2048582995951417,60.0,0.6,0.048582995951417005,93.0,0.93,0.07530364372469636,251.0,2.51,0.20323886639676114,123.0,0.09959514170040486,,
98,98,Bush - Speech100 - Edited.txt,29/10/1991,1991-10-29,1005,2448558.5,0.3225806451612903,1395.0,450.0,384.0,18.15116279069768,3.0,4.0,54.0,0.0,1.0,80.0,86.0,5.0,65.0,8.0,136.0,3.0,0.0,137.0,82.0,5.0,4.0,25.0,121.0,72.0,9.0,61.0,1.0,1.0,138.0,24.0,106.0,2.0,0.0,6.0,65.0,0.0,91.0,40.0,21.0,23.0,78.0,32.0,11.0,15.0,6.0,1.0,0.0,0.0,1,1353,51.57,83.54,66.19,86.15,15.73,20.92,89.06,58.54,17.89,10.57,3.84,3.84,1.48,0.89,0.52,7.32,6.36,14.63,9.76,5.69,6.73,1.33,17.96,3.7,2.37,1.85,0.96,2.29,3.77,3.62,0.15,0.0,0.0,0.07,12.86,0.0,0.3,0.0,0.89,12.71,3.7,1.11,1.18,3.03,2.0,3.25,1.48,0.44,0.67,0.22,0.37,0.07,0.07,0.0,0.22,9.61,4.95,1.18,2.73,0.89,0.15,3.62,13.16,1.48,14.78,2.59,8.72,4.36,3.25,0.3,0.22,0.59,0.0,0.0,0.44,0.0,0.0,0.22,0.22,0.0,16.63,6.87,5.91,0.0,0.15,0.44,0.0,0.44,0.15,2.66,0.0,0.0,263.0,2.63,0.18853046594982079,91.0,0.91,0.06523297491039426,108.0,1.08,0.07741935483870968,285.0,2.85,0.20430107526881722,162.0,0.11612903225806452,,
99,99,Bush - Speech102 - Edited.txt,06/11/1991,1991-11-06,1013,2448566.5,0.2913543228385807,2001.0,583.0,502.0,17.358778625954198,7.0,11.0,92.0,0.0,10.0,138.0,131.0,19.0,94.0,16.0,195.0,4.0,0.0,196.0,100.0,6.0,2.0,42.0,203.0,79.0,4.0,83.0,5.0,2.0,203.0,14.0,136.0,4.0,0.0,7.0,63.0,8.0,138.0,49.0,33.0,46.0,133.0,56.0,13.0,9.0,23.0,9.0,1.0,0.0,1,1901,37.64,61.6,45.39,65.63,14.74,15.68,90.74,59.18,16.78,9.31,4.58,1.95,1.26,0.74,0.79,7.47,7.21,12.89,12.36,6.15,7.73,2.42,21.62,3.68,1.32,1.84,0.58,1.84,6.52,4.16,2.05,0.63,0.21,0.58,10.26,0.0,0.21,0.0,1.05,12.15,2.26,1.47,1.74,2.63,1.47,3.47,2.1,0.58,1.0,0.53,0.84,0.37,0.32,0.16,0.05,10.84,3.16,1.95,3.58,3.0,0.84,4.16,15.2,1.63,12.47,1.79,6.26,4.63,3.47,0.11,0.42,1.21,0.0,0.16,0.95,0.05,0.0,0.42,0.37,0.0,20.15,6.68,7.26,0.21,0.26,0.21,0.0,0.89,1.0,3.63,0.0,0.0,369.0,3.69,0.18440779610194902,108.0,1.08,0.053973013493253376,140.0,1.4,0.06996501749125437,455.0,4.55,0.2273863068465767,217.0,0.10844577711144428,,
100,100,Bush - Speech103 - Edited.txt,08/11/1991,1991-11-08,1015,2448568.5,0.2314214463840399,4010.0,928.0,771.0,18.304878048780488,13.0,12.0,174.0,1.0,5.0,244.0,246.0,22.0,172.0,30.0,439.0,19.0,0.0,432.0,201.0,11.0,1.0,93.0,421.0,156.0,9.0,158.0,0.0,14.0,394.0,39.0,297.0,1.0,2.0,17.0,128.0,5.0,259.0,81.0,76.0,76.0,221.0,141.0,26.0,33.0,28.0,5.0,0.0,0.0,1,3826,39.07,52.72,62.08,57.9,15.55,17.12,90.75,60.85,17.88,9.17,4.97,1.54,1.41,0.39,0.86,8.7,7.53,13.43,12.7,5.78,7.0,2.43,21.04,3.35,1.7,1.78,1.07,2.3,5.46,3.55,1.86,0.26,0.52,0.52,9.23,0.03,0.13,0.03,0.44,13.33,3.32,1.57,1.65,3.35,0.99,4.05,2.54,1.1,0.94,0.39,0.89,0.13,0.65,0.26,0.08,8.73,2.74,1.52,3.35,1.49,0.6,3.45,15.42,2.01,12.55,2.54,7.08,3.82,3.01,0.24,0.24,1.07,0.03,0.05,0.71,0.05,0.0,0.18,0.39,0.0,19.0,6.53,6.43,0.08,0.13,0.24,0.0,0.78,0.26,4.47,0.0,0.08,744.0,7.44,0.1855361596009975,213.0,2.13,0.053117206982543644,300.0,3.0,0.07481296758104738,854.0,8.54,0.21296758104738153,433.0,0.10798004987531172,,
