,index,Filename,Date,JDate,Days,Julian,TTR,WordCount,UniqueWords,UniqueStems,MLU,Fillers,NSNouns,LIVerbs,$,'',",",.,:,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,``,WP$,SYM,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Nouns,Nouns/100,NounsNormalised,Adjectives,Adjectives/100,AdjectivesNormalised,Adverbs,Adverbs/100,AdverbsNormalised,Verbs,Verbs/100,VerbsNormalised,Pronouns,PronounsNormalised,UniqueWordsNormalised,UniqueStemsNormalised
28,28,Bush - Speech30 - Edited.txt,05/01/1990,1990-01-05,343,2447896.5,0.2773722627737226,2466.0,684.0,581.0,17.75,13.0,8.0,87.0,0.0,0.0,143.0,156.0,48.0,108.0,10.0,261.0,14.0,0.0,244.0,123.0,3.0,2.0,65.0,254.0,95.0,6.0,90.0,0.0,8.0,251.0,38.0,169.0,3.0,1.0,15.0,86.0,4.0,160.0,69.0,28.0,70.0,113.0,85.0,20.0,16.0,11.0,0.0,0.0,0.0,1,2328,35.59,59.85,54.32,42.94,14.83,17.91,89.91,60.31,19.37,10.7,5.24,2.36,1.16,0.95,0.99,8.68,6.83,12.84,11.94,4.94,7.3,2.23,20.62,2.36,1.46,1.42,0.52,2.06,3.99,2.36,1.42,0.3,0.56,0.34,10.7,0.04,0.21,0.09,1.2,15.81,4.51,2.28,2.06,4.08,1.03,4.21,1.98,0.9,0.73,0.3,0.9,0.13,0.69,0.04,0.09,8.63,3.09,0.86,3.35,1.12,0.95,4.68,14.18,2.28,10.7,2.15,6.44,2.66,2.23,0.09,0.13,0.34,0.09,0.21,0.95,0.04,0.04,0.34,0.52,0.0,19.54,6.79,6.14,0.17,0.26,0.17,0.04,1.76,0.0,3.95,0.0,0.26,445.0,4.45,0.18045417680454176,128.0,1.28,0.05190592051905921,173.0,1.73,0.07015409570154096,525.0,5.25,0.21289537712895376,289.0,0.11719383617193836,0.27754415475189237,0.23507148864592095
29,29,Bush - Speech31 - Edited.txt,24/01/1990,1990-01-24,362,2447915.5,0.2674157303370786,3115.0,833.0,690.0,19.227777777777774,14.0,5.0,138.0,0.0,1.0,161.0,180.0,42.0,149.0,19.0,345.0,15.0,2.0,336.0,155.0,1.0,4.0,52.0,289.0,138.0,9.0,127.0,0.0,9.0,326.0,19.0,208.0,4.0,3.0,18.0,101.0,3.0,191.0,55.0,56.0,71.0,216.0,103.0,21.0,19.0,12.0,1.0,0.0,0.0,1,2936,42.57,52.86,56.42,69.43,16.31,17.61,90.19,58.75,18.09,9.78,5.28,1.94,1.12,0.61,0.82,8.31,7.53,13.11,11.21,5.07,7.25,2.59,21.19,2.96,1.12,1.23,0.72,2.21,5.89,3.99,1.67,0.03,0.58,0.34,9.43,0.0,0.41,0.0,0.72,14.0,3.85,1.23,1.98,2.9,1.43,3.88,2.55,1.26,0.89,0.37,0.61,0.24,0.34,0.03,0.03,9.5,3.07,1.02,3.0,1.91,1.12,3.58,15.4,1.7,11.55,2.79,6.13,3.37,2.62,0.07,0.17,0.95,0.03,0.07,0.78,0.03,0.03,0.14,0.51,0.0,18.73,6.37,5.48,0.17,0.07,0.2,0.0,1.4,0.07,4.77,0.0,0.2,563.0,5.63,0.18073836276083466,160.0,1.6,0.051364365971107544,215.0,2.15,0.06902086677367576,692.0,6.92,0.22215088282504014,345.0,0.11075441412520064,0.25486250838363517,0.21830985915492956
30,30,Bush - Speech32 - Edited.txt,25/01/1990,1990-01-25,363,2447916.5,0.2255062944718117,3654.0,824.0,685.0,18.86111111111111,13.0,16.0,144.0,0.0,1.0,201.0,216.0,51.0,165.0,19.0,382.0,31.0,0.0,393.0,171.0,9.0,5.0,73.0,361.0,93.0,4.0,122.0,2.0,5.0,436.0,39.0,235.0,4.0,3.0,14.0,118.0,7.0,207.0,122.0,60.0,91.0,249.0,92.0,28.0,33.0,31.0,1.0,0.0,0.0,1,3460,28.36,47.23,73.02,85.44,16.02,15.69,92.11,62.4,20.35,11.5,6.94,1.65,1.24,0.32,1.36,8.84,6.71,12.8,12.25,5.92,7.57,2.37,21.76,3.7,1.85,2.08,0.72,2.72,4.97,4.13,0.72,0.03,0.32,0.09,9.48,0.0,0.12,0.03,0.38,16.45,5.17,1.97,1.85,4.39,1.45,3.76,2.31,0.98,0.72,0.58,0.32,0.06,0.09,0.0,0.2,8.12,2.54,1.73,2.83,1.71,0.35,5.17,14.65,1.76,10.98,2.05,6.42,3.09,2.66,0.17,0.17,0.2,0.03,0.06,0.69,0.0,0.0,0.32,0.38,0.0,17.72,6.16,5.81,0.09,0.09,0.17,0.0,1.33,0.06,4.02,0.0,0.0,580.0,5.8,0.15873015873015872,185.0,1.85,0.05062944718117132,242.0,2.42,0.0662287903667214,821.0,8.21,0.22468527640941435,475.0,0.12999452654625068,0.23858811040339703,0.19957537154989385
31,31,Bush - Speech33 - Edited.txt,12/02/1990,1990-02-12,381,2447934.5,0.2245301681503461,4044.0,908.0,748.0,18.6597510373444,26.0,5.0,178.0,0.0,1.0,206.0,241.0,60.0,167.0,25.0,435.0,18.0,0.0,418.0,183.0,12.0,3.0,112.0,372.0,156.0,22.0,164.0,7.0,6.0,435.0,39.0,312.0,6.0,3.0,13.0,127.0,5.0,260.0,76.0,70.0,82.0,257.0,123.0,29.0,36.0,15.0,1.0,0.0,0.0,1,3812,31.42,55.42,53.06,79.0,15.75,16.58,87.93,59.26,19.44,10.7,5.25,2.83,1.0,0.73,0.89,8.74,6.61,12.22,12.25,5.46,6.93,2.49,22.01,2.41,1.26,1.57,1.05,2.91,4.98,3.93,1.02,0.13,0.18,0.08,9.26,0.13,0.16,0.08,0.87,16.42,3.99,1.84,2.91,3.65,2.05,3.96,2.47,1.15,0.79,0.34,0.08,0.08,0.0,0.0,0.0,8.6,3.86,0.92,1.97,1.6,0.71,3.57,15.53,2.1,11.91,2.23,7.27,2.73,1.63,0.08,0.08,0.47,0.05,0.0,0.92,0.03,0.03,0.18,0.66,0.03,19.41,6.74,5.48,0.18,0.18,0.29,0.0,1.47,0.05,4.91,0.0,0.1,714.0,7.14,0.17655786350148367,198.0,1.98,0.04896142433234421,321.0,3.21,0.07937685459940653,868.0,8.68,0.21463897131552917,474.0,0.1172106824925816,0.25434844596521244,0.21385799828913601
32,32,Bush - Speech35 - Edited.txt,15/02/1990,1990-02-15,384,2447937.5,0.3253676470588235,1088.0,354.0,320.0,19.15873015873016,4.0,2.0,52.0,0.0,0.0,54.0,63.0,18.0,52.0,8.0,114.0,10.0,0.0,124.0,45.0,3.0,1.0,21.0,119.0,31.0,4.0,45.0,0.0,1.0,124.0,5.0,72.0,2.0,0.0,2.0,41.0,3.0,71.0,32.0,24.0,12.0,68.0,23.0,6.0,7.0,2.0,0.0,0.0,0.0,1,1038,43.01,60.27,50.01,49.05,16.48,15.61,90.75,60.98,18.02,9.63,4.62,2.7,1.16,0.0,1.16,8.38,7.42,13.68,10.6,5.59,7.61,2.7,20.04,2.12,1.16,1.06,1.06,1.73,4.24,2.7,1.45,0.1,0.0,0.1,10.4,0.0,0.1,0.0,0.1,15.61,4.53,1.93,2.41,3.76,0.96,4.34,1.25,0.19,0.48,0.48,0.58,0.0,0.19,0.0,0.39,10.69,3.95,2.5,2.41,1.35,1.35,3.47,14.64,1.73,9.92,1.73,6.36,1.93,4.05,0.39,0.1,1.06,0.1,0.0,0.87,0.0,0.0,0.29,0.58,0.0,17.53,6.17,5.2,0.19,0.19,0.1,0.0,1.93,0.0,3.76,0.0,0.0,199.0,1.99,0.18290441176470587,49.0,0.49,0.04503676470588235,74.0,0.74,0.06801470588235294,230.0,2.3,0.2113970588235294,129.0,0.11856617647058823,0.2508970466464256,0.21004692243996687
33,33,Bush - Speech34 - Edited.txt,15/02/1990,1990-02-15,384,2447937.5,0.4435643564356435,505.0,224.0,205.0,20.55555555555556,0.0,0.0,15.0,0.0,0.0,23.0,27.0,8.0,19.0,3.0,66.0,2.0,0.0,69.0,22.0,0.0,1.0,12.0,57.0,24.0,5.0,23.0,0.0,0.0,43.0,6.0,31.0,0.0,0.0,1.0,12.0,0.0,28.0,8.0,11.0,10.0,21.0,14.0,2.0,4.0,3.0,0.0,0.0,0.0,1,481,52.83,50.83,31.38,75.85,17.81,21.0,88.98,59.46,16.84,8.94,5.41,1.25,1.46,0.62,0.21,7.9,7.69,14.76,10.81,5.41,6.86,2.49,17.46,1.66,1.25,1.66,1.04,2.7,7.07,4.78,2.08,0.21,1.25,0.0,9.36,0.0,0.0,0.0,0.83,14.35,2.7,0.62,3.74,5.41,1.04,3.95,1.04,0.0,0.62,0.42,1.04,0.21,0.83,0.0,0.0,10.81,1.87,1.66,4.99,0.83,2.08,2.91,11.64,1.87,10.4,0.62,6.44,3.33,4.16,0.0,0.0,0.42,0.42,0.42,0.62,0.0,0.0,0.62,0.0,0.0,15.38,5.41,4.78,0.0,0.0,0.21,0.0,1.66,0.0,3.33,0.0,0.0,109.0,1.09,0.21584158415841584,23.0,0.23,0.04554455445544554,31.0,0.31,0.061386138613861385,92.0,0.92,0.18217821782178217,49.0,0.09702970297029703,0.24483306836248012,0.2056173820879703
34,34,Bush - Speech36 - Edited.txt,25/02/1990,1990-02-25,394,2447947.5,0.2775510204081632,2205.0,612.0,501.0,19.228346456692915,17.0,4.0,80.0,0.0,0.0,108.0,127.0,27.0,105.0,12.0,237.0,14.0,0.0,256.0,116.0,7.0,1.0,58.0,217.0,129.0,9.0,87.0,6.0,2.0,181.0,24.0,152.0,0.0,1.0,21.0,69.0,2.0,126.0,39.0,35.0,52.0,97.0,77.0,17.0,20.0,11.0,0.0,0.0,0.0,1,2131,50.06,65.51,39.95,84.52,16.78,17.74,87.42,59.74,15.53,7.98,3.33,3.28,0.8,0.28,0.28,7.56,7.51,14.64,11.31,5.91,8.12,2.21,18.49,3.28,1.69,1.74,1.41,2.06,5.02,4.18,0.84,0.14,0.38,0.05,10.04,0.09,0.14,0.0,0.47,13.75,2.53,1.6,2.16,2.72,1.83,4.6,1.97,0.84,0.89,0.23,0.42,0.19,0.09,0.0,0.09,10.32,5.3,1.31,1.97,1.97,0.47,3.33,12.95,1.74,11.45,1.31,8.07,2.25,1.64,0.14,0.09,0.23,0.05,0.09,0.52,0.0,0.0,0.14,0.38,0.0,17.32,6.76,5.07,0.09,0.19,0.28,0.0,1.83,0.0,2.91,0.0,0.19,442.0,4.42,0.20045351473922904,124.0,1.24,0.05623582766439909,153.0,1.53,0.06938775510204082,426.0,4.26,0.19319727891156463,205.0,0.09297052154195011,0.29016890428757036,0.24252923343438718
35,35,Bush - Speech37 - Edited.txt,03/03/1990,1990-03-03,400,2447953.5,0.260545905707196,2821.0,735.0,628.0,18.538011695906437,16.0,8.0,98.0,1.0,0.0,176.0,171.0,43.0,133.0,17.0,292.0,8.0,0.0,307.0,149.0,5.0,1.0,53.0,287.0,119.0,6.0,97.0,1.0,4.0,321.0,29.0,206.0,4.0,2.0,4.0,100.0,6.0,159.0,90.0,51.0,54.0,156.0,77.0,12.0,15.0,14.0,0.0,0.0,0.0,1,2694,34.27,69.98,41.03,89.29,15.66,18.52,90.13,60.36,20.01,11.36,5.42,3.04,1.15,0.82,0.93,8.65,6.31,13.36,10.76,6.05,7.87,1.6,20.27,3.53,2.0,1.37,0.85,2.19,5.09,4.42,0.63,0.19,0.22,0.04,11.51,0.0,0.11,0.04,0.93,13.99,3.64,1.08,2.38,3.41,2.08,3.45,2.52,1.26,0.82,0.37,0.26,0.0,0.07,0.0,0.26,9.21,4.16,1.34,2.64,1.71,0.33,4.6,13.07,1.67,10.32,1.89,6.68,2.26,3.01,0.15,0.15,0.82,0.3,0.0,1.15,0.0,0.0,0.3,0.85,0.0,19.08,6.79,6.53,0.07,0.11,0.19,0.0,1.78,0.0,3.34,0.0,0.26,509.0,5.09,0.1804324707550514,155.0,1.55,0.054945054945054944,212.0,2.12,0.07515065579581709,587.0,5.87,0.20808224034030487,350.0,0.12406947890818859,0.24506283662477557,0.20825852782764812
36,36,Bush - Speech38 - Edited.txt,13/03/1990,1990-03-13,410,2447963.5,0.2296541200406917,3932.0,903.0,740.0,17.171206225680933,18.0,9.0,152.0,0.0,1.0,218.0,257.0,62.0,187.0,23.0,413.0,27.0,2.0,428.0,167.0,9.0,2.0,76.0,396.0,159.0,5.0,134.0,3.0,5.0,446.0,28.0,280.0,5.0,0.0,25.0,125.0,10.0,219.0,71.0,97.0,65.0,287.0,109.0,23.0,27.0,21.0,1.0,0.0,0.0,1,3685,37.16,51.09,72.94,61.8,14.34,16.82,90.39,60.68,18.78,10.99,5.94,2.52,1.28,0.62,0.62,7.79,6.87,14.08,11.18,6.32,7.44,2.77,21.76,3.34,1.68,1.63,0.71,2.23,4.53,3.04,1.14,0.03,0.3,0.19,9.34,0.03,0.05,0.03,0.76,14.71,4.1,1.25,2.01,3.28,1.14,4.15,1.76,0.71,0.62,0.38,0.43,0.22,0.05,0.0,0.16,9.2,3.2,1.36,2.66,1.93,0.6,3.34,15.96,2.2,13.11,2.55,7.65,3.23,2.63,0.38,0.11,0.79,0.05,0.03,0.71,0.0,0.0,0.33,0.33,0.0,20.62,6.49,5.92,0.33,0.19,0.65,0.03,1.55,0.05,5.26,0.0,0.16,694.0,6.94,0.17650050864699898,178.0,1.78,0.045269582909460836,285.0,2.85,0.07248219735503561,848.0,8.48,0.21566632756866735,474.0,0.12054933875890132,0.2373712604217754,0.20181461500735653
37,37,Bush - Speech39 - Edited.txt,22/03/1990,1990-03-22,419,2447972.5,0.2733333333333333,2250.0,615.0,516.0,16.766666666666666,11.0,7.0,99.0,0.0,0.0,112.0,150.0,32.0,96.0,11.0,235.0,9.0,0.0,256.0,111.0,4.0,1.0,53.0,232.0,131.0,15.0,68.0,2.0,1.0,221.0,39.0,149.0,0.0,0.0,14.0,77.0,1.0,143.0,34.0,39.0,49.0,130.0,62.0,12.0,11.0,15.0,0.0,0.0,0.0,1,2156,51.68,51.67,48.84,79.78,14.37,17.63,87.29,59.74,17.12,10.34,5.66,1.81,0.65,1.07,1.16,6.77,7.84,14.66,11.32,5.06,7.0,2.37,19.85,3.2,1.58,1.3,0.97,1.95,4.68,3.8,0.83,0.14,0.14,0.14,9.18,0.09,0.09,0.28,0.83,14.47,3.99,2.37,2.5,2.55,1.02,3.2,1.53,0.88,0.32,0.23,0.65,0.19,0.14,0.0,0.28,7.61,2.78,0.93,2.92,0.88,0.56,2.6,14.66,1.81,11.55,1.99,7.14,2.6,1.86,0.42,0.19,0.19,0.14,0.09,0.7,0.0,0.0,0.09,0.6,0.0,17.76,7.1,5.19,0.14,0.23,0.23,0.0,1.53,0.0,3.25,0.0,0.09,446.0,4.46,0.19822222222222222,116.0,1.16,0.051555555555555556,149.0,1.49,0.06622222222222222,457.0,4.57,0.2031111111111111,260.0,0.11555555555555555,0.23340218353496606,0.2009442313366775
38,38,Bush - Speech40 - Edited.txt,23/03/1990,1990-03-23,420,2447973.5,0.2929014472777395,2902.0,850.0,723.0,19.18452380952381,7.0,7.0,93.0,1.0,1.0,147.0,168.0,48.0,133.0,19.0,306.0,13.0,0.0,320.0,154.0,4.0,2.0,64.0,312.0,160.0,5.0,92.0,2.0,7.0,281.0,32.0,182.0,5.0,2.0,14.0,111.0,7.0,175.0,55.0,72.0,45.0,149.0,78.0,19.0,21.0,16.0,1.0,0.0,0.0,1,2758,55.12,55.62,51.41,73.81,16.42,17.84,88.18,58.19,17.08,9.61,5.0,1.99,1.09,0.76,0.76,7.43,7.29,14.76,10.55,4.71,6.89,1.96,18.38,3.55,1.63,1.52,0.98,2.54,5.18,3.81,1.23,0.22,0.25,0.07,8.92,0.0,0.07,0.07,0.83,12.47,2.86,1.38,1.45,3.41,1.41,3.63,1.89,0.98,0.62,0.22,0.44,0.15,0.18,0.0,0.18,8.96,2.72,1.52,3.01,1.67,0.69,2.97,12.73,1.89,11.93,2.14,7.69,2.28,3.08,0.65,0.22,1.38,0.0,0.04,0.69,0.0,0.04,0.36,0.29,0.0,17.4,6.09,5.33,0.18,0.07,0.33,0.0,1.56,0.07,3.73,0.0,0.04,569.0,5.69,0.19607167470709855,160.0,1.6,0.05513439007580979,189.0,1.89,0.0651274982770503,574.0,5.74,0.1977946243969676,313.0,0.10785665058580289,0.22875102487018312,0.19950806231210713
39,39,Bush - Speech41 - Edited.txt,10/04/1990,1990-04-10,438,2447991.5,0.3484848484848485,1320.0,460.0,405.0,24.35,4.0,2.0,49.0,0.0,0.0,80.0,60.0,20.0,60.0,6.0,148.0,3.0,1.0,160.0,77.0,2.0,1.0,31.0,147.0,80.0,7.0,40.0,0.0,0.0,114.0,12.0,76.0,2.0,0.0,4.0,43.0,0.0,77.0,20.0,20.0,29.0,64.0,48.0,14.0,6.0,9.0,0.0,0.0,0.0,1,1267,55.02,62.98,41.64,87.8,21.12,20.99,86.82,57.62,16.97,7.97,3.87,1.66,1.18,0.87,0.39,9.0,7.66,14.36,10.81,4.34,7.34,1.74,17.44,4.26,2.21,1.34,0.71,1.82,6.24,4.89,1.26,0.24,0.08,0.08,9.39,0.0,0.08,0.08,0.87,14.36,4.81,0.95,1.97,2.84,2.13,3.31,1.66,0.79,0.71,0.08,0.0,0.0,0.0,0.0,0.0,8.29,2.45,1.18,2.6,1.82,0.95,3.0,13.18,1.58,10.58,1.5,6.55,3.16,2.37,0.16,0.16,0.39,0.39,0.0,0.24,0.0,0.0,0.16,0.08,0.0,16.1,4.81,6.31,0.08,0.32,0.24,0.0,1.42,0.0,2.76,0.0,0.16,274.0,2.74,0.20757575757575758,80.0,0.8,0.06060606060606061,78.0,0.78,0.05909090909090909,258.0,2.58,0.19545454545454546,126.0,0.09545454545454546,0.28576821442053607,0.24839562098905246
40,40,Bush - Speech42 - Edited.txt,13/04/1990,1990-04-13,441,2447994.5,0.310589519650655,1832.0,569.0,497.0,21.806451612903224,5.0,2.0,72.0,0.0,1.0,101.0,93.0,21.0,100.0,8.0,162.0,11.0,0.0,201.0,102.0,3.0,0.0,45.0,164.0,100.0,9.0,72.0,2.0,1.0,193.0,20.0,130.0,2.0,0.0,10.0,73.0,0.0,112.0,30.0,39.0,39.0,112.0,43.0,9.0,14.0,5.0,1.0,0.0,0.0,1,1760,39.07,61.2,42.99,52.41,18.14,17.5,88.58,59.77,18.58,10.91,5.34,2.9,1.31,0.62,0.74,7.67,6.31,13.64,11.19,5.17,7.73,2.1,19.26,3.24,1.42,1.25,0.8,1.65,5.17,3.18,1.76,0.45,0.17,0.28,9.89,0.06,0.17,0.23,0.4,15.74,4.72,1.36,3.07,2.73,2.22,3.81,2.27,1.02,0.91,0.34,0.23,0.06,0.0,0.0,0.11,10.11,3.98,1.02,2.84,1.14,1.31,3.52,13.35,1.65,9.77,1.53,6.14,2.1,2.33,0.23,0.0,0.23,0.57,0.06,0.85,0.0,0.45,0.34,0.28,0.0,16.88,5.91,5.74,0.11,0.34,0.34,0.0,1.02,0.11,3.18,0.0,0.11,345.0,3.45,0.18831877729257643,105.0,1.05,0.05731441048034935,132.0,1.32,0.07205240174672489,375.0,3.75,0.2046943231441048,213.0,0.11626637554585152,0.24215007982969664,0.20383182543906334
41,41,Bush - Speech43 - Edited.txt,19/04/1990,1990-04-19,447,2448000.5,0.3713163064833006,1018.0,378.0,340.0,18.193548387096776,0.0,2.0,27.0,0.0,0.0,46.0,62.0,12.0,46.0,1.0,100.0,7.0,0.0,132.0,47.0,1.0,0.0,23.0,106.0,75.0,11.0,38.0,0.0,1.0,86.0,14.0,68.0,0.0,0.0,1.0,31.0,3.0,51.0,21.0,20.0,25.0,55.0,26.0,4.0,10.0,5.0,0.0,0.0,0.0,1,987,57.41,54.44,59.15,56.38,15.92,18.64,84.8,57.65,15.4,9.93,5.57,2.63,0.81,0.51,0.41,5.47,6.79,14.79,9.93,5.47,6.48,2.63,17.73,1.93,1.22,1.62,0.71,2.23,3.75,2.53,0.91,0.3,0.0,0.1,9.42,0.0,0.1,0.1,0.41,11.85,3.85,0.81,1.52,2.74,1.32,3.55,2.74,1.01,1.32,0.41,0.41,0.2,0.0,0.0,0.2,10.33,4.36,1.62,2.74,1.32,0.71,3.14,12.06,1.72,11.45,1.22,7.6,2.94,1.52,0.2,0.3,0.0,0.3,0.0,0.61,0.0,0.0,0.51,0.1,0.0,15.5,6.79,4.66,0.2,0.0,0.2,0.0,1.32,0.0,2.13,0.0,0.2,230.0,2.3,0.22593320235756384,48.0,0.48,0.047151277013752456,68.0,0.68,0.06679764243614932,198.0,1.98,0.1944990176817289,100.0,0.09823182711198428,0.26750084545147107,0.23199188366587759
42,42,Bush - Speech44 - Edited.txt,03/05/1990,1990-05-03,461,2448014.5,0.2241299303944315,4310.0,966.0,773.0,16.408163265306122,12.0,19.0,158.0,0.0,1.0,215.0,294.0,48.0,201.0,20.0,467.0,31.0,3.0,466.0,190.0,8.0,3.0,97.0,451.0,186.0,14.0,118.0,4.0,8.0,450.0,55.0,267.0,3.0,1.0,22.0,158.0,8.0,274.0,91.0,94.0,96.0,245.0,156.0,28.0,28.0,22.0,1.0,0.0,0.0,1,4065,34.2,60.3,40.5,71.9,13.83,16.11,90.9,60.86,19.53,10.63,4.99,2.36,0.98,1.28,1.01,8.91,6.59,13.63,12.03,5.41,7.45,2.44,21.55,2.78,1.28,1.33,0.62,2.56,4.92,3.64,1.18,0.27,0.32,0.2,10.73,0.15,0.0,0.44,0.96,14.15,3.22,1.18,2.61,3.71,1.35,3.96,2.58,1.11,0.89,0.49,0.47,0.12,0.15,0.07,0.15,8.98,3.32,1.38,2.31,1.97,0.57,3.62,15.2,1.89,11.27,2.41,6.86,2.78,2.68,0.25,0.25,0.49,0.07,0.1,0.47,0.07,0.0,0.27,0.1,0.0,19.61,7.13,5.29,0.15,0.17,0.42,0.02,1.16,0.05,5.07,0.0,0.15,769.0,7.69,0.17842227378190256,201.0,2.01,0.04663573085846868,271.0,2.71,0.06287703016241299,956.0,9.56,0.22180974477958237,505.0,0.11716937354988399,0.26224383466481416,0.22681486627301145
43,43,Bush - Speech45 - Edited.txt,16/05/1990,1990-05-16,474,2448027.5,0.2470362063441204,3121.0,771.0,637.0,19.3,9.0,9.0,143.0,0.0,0.0,168.0,180.0,47.0,160.0,18.0,324.0,18.0,0.0,318.0,153.0,6.0,1.0,71.0,290.0,107.0,13.0,122.0,2.0,5.0,326.0,21.0,241.0,3.0,1.0,20.0,113.0,6.0,198.0,65.0,74.0,51.0,187.0,98.0,17.0,30.0,20.0,0.0,0.0,0.0,1,2940,36.59,56.08,55.54,58.59,16.33,17.62,90.95,60.78,18.33,9.8,5.2,2.93,0.68,0.27,0.71,8.54,6.97,13.4,11.36,5.54,8.27,2.62,21.56,2.96,1.7,1.9,0.92,2.07,5.03,3.33,1.6,0.31,0.34,0.1,9.93,0.07,0.07,0.03,0.27,14.01,3.06,1.33,2.55,3.27,1.16,4.15,2.96,1.02,1.33,0.51,0.24,0.07,0.07,0.03,0.07,10.44,3.54,1.7,2.55,2.18,1.05,3.37,15.82,2.38,12.24,2.76,6.97,3.61,2.96,0.14,0.31,1.22,0.24,0.07,0.51,0.03,0.0,0.34,0.1,0.03,18.33,5.95,5.71,0.17,0.1,0.24,0.0,1.39,0.0,4.63,0.0,0.14,532.0,5.32,0.17045818647869274,160.0,1.6,0.0512656199935918,245.0,2.45,0.07850048061518744,673.0,6.73,0.2156360140980455,347.0,0.11118231336110221,0.2500732064421669,0.21259150805270863
44,44,Bush - Speech46 - Edited.txt,24/05/1990,1990-05-24,482,2448035.5,0.2347826086956521,3335.0,783.0,661.0,17.004587155963304,13.0,6.0,123.0,2.0,1.0,153.0,218.0,44.0,139.0,15.0,341.0,17.0,0.0,337.0,144.0,7.0,2.0,66.0,316.0,136.0,9.0,117.0,2.0,5.0,380.0,22.0,247.0,6.0,2.0,14.0,113.0,5.0,206.0,72.0,80.0,71.0,218.0,128.0,19.0,26.0,24.0,1.0,2.0,0.0,1,3131,31.84,57.23,62.43,66.85,14.3,16.9,90.19,59.89,19.29,10.7,6.04,2.91,0.89,0.35,0.51,8.56,6.58,12.74,11.88,6.29,6.77,2.65,22.74,2.43,1.41,1.92,0.57,2.33,5.08,3.58,1.41,0.32,0.32,0.1,10.38,0.0,0.16,0.06,0.32,14.82,3.67,2.04,2.08,3.13,1.69,3.64,2.14,0.89,0.93,0.26,0.57,0.19,0.13,0.06,0.22,10.06,4.09,1.25,2.62,1.79,0.89,3.8,16.67,2.2,11.98,2.62,6.93,3.13,2.36,0.1,0.26,0.83,0.06,0.0,0.64,0.03,0.0,0.32,0.29,0.0,18.91,6.96,4.89,0.03,0.35,0.16,0.0,1.25,0.06,5.14,0.0,0.06,578.0,5.78,0.17331334332833584,153.0,1.53,0.045877061469265366,255.0,2.55,0.07646176911544228,775.0,7.75,0.23238380809595202,402.0,0.12053973013493254,0.25870033877425314,0.2242069602710194
45,45,Bush - Speech47 - Edited.txt,03/06/1990,1990-06-03,492,2448045.5,0.2975301550832854,1741.0,518.0,455.0,20.92391304347826,0.0,4.0,64.0,0.0,2.0,90.0,92.0,24.0,77.0,8.0,217.0,6.0,0.0,208.0,93.0,3.0,5.0,24.0,204.0,100.0,17.0,63.0,1.0,2.0,153.0,21.0,87.0,5.0,3.0,2.0,59.0,1.0,82.0,30.0,27.0,42.0,95.0,58.0,8.0,6.0,8.0,2.0,0.0,0.0,1,1673,68.29,66.44,60.49,70.74,17.8,20.14,86.79,58.04,15.96,9.32,3.71,4.0,1.02,0.18,0.42,6.63,9.74,14.52,9.8,3.95,6.63,2.21,16.74,3.83,2.93,1.02,0.72,1.49,5.26,3.83,1.43,0.42,0.66,0.12,9.5,0.0,0.0,0.0,0.18,12.85,3.29,1.26,1.14,2.81,1.37,4.36,2.15,1.08,0.6,0.48,0.3,0.18,0.06,0.0,0.06,11.66,5.26,1.97,3.65,1.55,0.66,3.59,12.49,1.26,12.55,1.85,8.25,2.63,3.05,0.12,0.06,0.36,0.06,0.12,0.36,0.0,0.12,0.24,0.0,0.0,16.92,6.34,5.38,0.12,0.3,0.12,0.0,1.43,0.24,2.99,0.0,0.0,384.0,3.84,0.2205628948879954,101.0,1.01,0.058012636415852956,95.0,0.95,0.05456634118322803,334.0,3.34,0.19184376794945435,174.0,0.09994256174612291,,
